;X1;X2;X3;X4;X5;target
0;-11.30527447847848;229.82797768556125;1.9029969984000856;21.36696377316735;-128.37996281089454;-0.43803714492403734
1;-9.409171801505336;231.37559503729162;1.5413422088442175;19.2142371982078;-129.89185515565163;1.41522519771002
2;-10.363824260550002;230.5507997546837;1.2711838774647088;21.40156029151523;-128.58034462523273;-0.011502005248160066
3;-9.451182335514739;230.281261094764;-0.5358773515386872;19.063986348611767;-128.7042056105024;-0.6344454737432356
4;-8.136256960496468;233.2500844082876;-0.8467179423032118;20.480566725935;-129.75184717034492;0.34967212141822784
5;-10.96231693589229;231.44056143136473;-0.2778613696700928;20.85425997466555;-129.3262553423827;0.3194816089986428
6;-10.99034435755581;231.19356858617707;-0.7238348777143638;20.82305066087477;-128.00410147131396;-0.03385361493239471
7;-8.97573475862088;231.30456474307908;-0.2715712998885241;22.66393804216077;-129.1414929429517;1.205268635362606
8;-10.819934378168336;231.07539379420746;0.7134234319037248;20.516177434468567;-129.45459470535488;-1.885276966500625
9;-11.395331569580147;230.54220259588115;1.1873467905240056;19.708173418006115;-128.77440988345603;0.5284766723079377
10;-9.589133403285473;230.72381946910184;0.2701661671289631;20.132716057956078;-127.6999845809308;-0.341803355741487
11;-11.591872754176936;231.52175531080897;0.01513764883275148;19.410497211359417;-130.6329965792435;0.3950040727962909
12;-11.421070782528705;231.8929354212671;0.07916064196096582;19.345938586401566;-128.95309596683853;0.39362460396938187
13;-7.927331868166955;230.42370863035106;0.20004472270811305;18.98730783410167;-128.4004817731444;-1.4702965979914566
14;-8.964322733893983;231.2415640583945;0.433949194438277;18.862758918178912;-129.8145416305415;1.1330800960889205
15;-9.518754817469791;231.8734626773927;-0.40840425873407077;18.90982822067868;-131.89077714175784;0.788631634887552
16;-9.905578020121093;231.64923734356105;-1.2192418527789912;20.156127303512527;-127.68364087183403;0.05794652608023735
17;-10.606818729940274;231.00623630964444;0.40347993161490187;21.96807403803186;-128.12525008704947;1.0374178999254526
18;-10.012995261892737;229.27023919723283;1.586249205494772;19.092372637700514;-129.86238965376472;-1.9820363712221254
19;-8.869892698088949;230.44173609033172;-0.5363001477842959;19.560546613980414;-128.60438738156233;1.4741273296956618
20;-10.170214770345124;231.02956476312633;0.6002224861647084;18.815036091476813;-129.05761985258277;1.7748967374093145
21;-13.068713488531222;232.02398601269036;-0.0978126049280601;18.2661206899359;-129.54755128804806;0.22465023149733787
22;-9.555924169145008;230.22982880593295;-1.0939383991058815;19.57366534371332;-129.9741250008112;0.38747437113083927
23;-9.550262360966228;231.9254275181494;0.022214420730193245;20.16308397398347;-127.42874571226295;-1.111483784555711
24;-10.14618243592335;231.24342920119213;0.9173176942971542;20.382439417259505;-128.5344989649994;-0.01969604257863652
25;-9.265622006154137;231.3534011703298;1.141399347790037;21.006721372840236;-130.8349582006627;0.5327067964800449
26;-9.623947813730464;230.12700492136594;-0.8739796725219616;19.270992758893474;-129.09896692177895;0.1398245707023856
27;-8.56724639249036;231.64912423851533;0.35186042195822204;21.349428011407593;-128.76793442914487;-0.0586726604642639
28;-10.634987659841595;232.05655845641797;-0.8298034925196867;20.600663957102814;-129.01545839708874;-0.34012304859613673
29;-10.30589975417045;232.04047620481856;0.2856515926623199;19.744599650610233;-127.85843342441683;-0.98733370271343
30;-10.282721147458593;230.51924134840885;-0.4685124758811964;19.702502576453195;-127.80646830974555;-1.5351800479017685
31;-9.864155795705267;229.44363355458435;1.8849022014359853;21.07356009235961;-129.00393737625726;0.38667857603718125
32;-9.3947814204247;231.06758334563523;-0.8034572173182704;20.118342089243107;-129.47578829759766;-0.30700411265688604
33;-11.819525656107116;231.55618591449473;0.8934529521104947;18.6120564138327;-130.19792148940041;-0.44854298420471816
34;-9.317477287186316;230.29255772053287;0.8099655525592657;21.261689551337426;-129.33707367895246;-1.081895810747355
